"component","regulator","date","condition","accelerated","withdrawn","first_in_class","note","context","stage_or_status","risk_stratification","demographics","ineligibility","prior_therapy","prior_therapy_negation","prior_therapy_setting","response_contingency","time_contingency","prior_biomarker","with","biomarker","biomarker_negation","study_yn","study","string","date_added"
"Denosumab","EMA","2011-07-13","NONE",FALSE,FALSE,FALSE,"No linked condition","","","","","","",NA,"","","","","","","",NA,"","2011-07-13: Initial authorization as Xgeva","2023-05-08"
"Denosumab","FDA","2010-06-01","Osteoporosis",FALSE,FALSE,FALSE,"","","","","","","",NA,"","","","","","","",NA,"","2010-06-01: Approved (as Prolia) for treatment of postmenopausal women with osteoporosis at high risk for fracture.<sup id=""cite_ref-7"" class=""reference""><a href=""#cite_note-7"">&#91;7&#93;</a>","2022-09-05"
"Denosumab","FDA","2010-11-18","Skeletal metastases from solid tumors",FALSE,FALSE,FALSE,"","","","","","","",NA,"","","","","","","",NA,"","2010-11-18: Approved for prevention of skeletal-related events in patients with bone metastases from solid tumors.<sup id=""cite_ref-insert_1-3"" class=""reference""><a href=""#cite_note-insert-1"">&#91;1&#93;</a>","2022-09-05"
"Denosumab","FDA","2013-06-13","Giant-cell tumor of bone",FALSE,FALSE,FALSE,"","Unresectable OR Surgical resection is likely to result in severe morbidity","","","adults AND skeletally mature adolescents","","",NA,"","","","","","","",TRUE,"Amgen 20040215","2013-06-13: Approved for treatment of adults and skeletally mature adolescents with <a href=""/wiki/Giant-cell_tumor_of_bone"" title=""Giant-cell tumor of bone""> giant cell tumor of bone</a> that is unresectable or where surgical resection is likely to result in severe morbidity. <i>(Based on Amgen 20040215 and Amgen 20062004)</i>","2022-09-05"
"Denosumab","FDA","2013-06-13","Giant-cell tumor of bone",FALSE,FALSE,FALSE,"","Unresectable OR Surgical resection is likely to result in severe morbidity","","","adults AND skeletally mature adolescents","","",NA,"","","","","","","",TRUE,"Amgen 20062004","2013-06-13: Approved for treatment of adults and skeletally mature adolescents with <a href=""/wiki/Giant-cell_tumor_of_bone"" title=""Giant-cell tumor of bone""> giant cell tumor of bone</a> that is unresectable or where surgical resection is likely to result in severe morbidity. <i>(Based on Amgen 20040215 and Amgen 20062004)</i>","2022-09-05"
"Denosumab","HC","2011-05-10","NONE",FALSE,FALSE,FALSE,"No linked condition","","","","","","",NA,"","","","","","","",NA,"","2011-05-10: Initial notice of compliance","2023-07-31"
"Denosumab","PMDA","2012-01-18","NONE",FALSE,FALSE,FALSE,"No linked condition","","","","","","",NA,"","","","","","","",NA,"","2012-01-18: Initial approval for the treatment of bone lesions due to multiple myeloma and bone lesions due to bone metastasis of solid tumor.","2023-06-16"
"Denosumab","PMDA","2014-05-23","Giant-cell tumor of bone",FALSE,FALSE,FALSE,"","","","","","","",NA,"","","","","","","",NA,"","2014-05-23: New additional indication and a new dosage for the treatment of <a href=""/wiki/Giant-cell_tumor_of_bone"" title=""Giant-cell tumor of bone""> giant cell tumor of bone</a>.","2023-06-16"
"Desmopressin","","","",FALSE,FALSE,NA,"No changes in FDA indication section","","","","","","",NA,"","","","","","","",NA,"","","2022-09-05"
"Dexamethasone","EMA","1952-01-01","NONE",FALSE,FALSE,FALSE,"No linked condition","","","","","","",NA,"","","","","","","",NA,"","1952-01-01: EURD","2023-07-31"
"Dexamethasone","FDA","Uncertain date","Warm autoimmune hemolytic anemia",FALSE,FALSE,FALSE,"To be dissected","","","","","","","","","","","","","","",NA,"","Uncertain date: Approved for certain hematologic disorders: <a href=""/wiki/Warm_autoimmune_hemolytic_anemia"" title=""Warm autoimmune hemolytic anemia"">acquired (autoimmune) hemolytic anemia</a>, congenital (erythroid) hypoplastic anemia (Diamond-Blackfan anemia), <a href=""/wiki/Immune_thrombocytopenia"" title=""Immune thrombocytopenia"">idiopathic thrombocytopenic purpura in adults</a>, pure red cell aplasia, and selected cases of secondary thrombocytopenia.","2024-12-02"
"Dexamethasone","FDA","Uncertain date","Immune thrombocytopenia",FALSE,FALSE,FALSE,"To be dissected","","","","","","","","","","","","","","",NA,"","Uncertain date: Approved for certain hematologic disorders: <a href=""/wiki/Warm_autoimmune_hemolytic_anemia"" title=""Warm autoimmune hemolytic anemia"">acquired (autoimmune) hemolytic anemia</a>, congenital (erythroid) hypoplastic anemia (Diamond-Blackfan anemia), <a href=""/wiki/Immune_thrombocytopenia"" title=""Immune thrombocytopenia"">idiopathic thrombocytopenic purpura in adults</a>, pure red cell aplasia, and selected cases of secondary thrombocytopenia.","2024-12-02"
"Dexamethasone","FDA","Uncertain date","Leukemia",FALSE,FALSE,FALSE,"To be dissected","","","","","","","","","","","","","","",NA,"","Uncertain date: Approved for certain neoplastic diseases: For the palliative management of <a href=""/wiki/Category:Leukemias"" title=""Category:Leukemias"">leukemias</a> and <a href=""/wiki/Category:Lymphomas"" title=""Category:Lymphomas"">lymphomas</a>.","2024-12-02"
"Dexamethasone","FDA","Uncertain date","Lymphoma",FALSE,FALSE,FALSE,"To be dissected","","","","","","","","","","","","","","",NA,"","Uncertain date: Approved for certain neoplastic diseases: For the palliative management of <a href=""/wiki/Category:Leukemias"" title=""Category:Leukemias"">leukemias</a> and <a href=""/wiki/Category:Lymphomas"" title=""Category:Lymphomas"">lymphomas</a>.","2024-12-02"
"Dexamethasone","PMDA","2010-06-18","Multiple myeloma",FALSE,FALSE,FALSE,"","","","","","","",NA,"","","","","","","",NA,"","2010-06-18: New additional indication and a new dosage for the treatment of <a href=""/wiki/Multiple_myeloma"" title=""Multiple myeloma"">multiple myeloma</a>.","2023-06-16"
"Dexamethasone","PMDA","2021-08-25","Light-chain (AL) amyloidosis",FALSE,FALSE,FALSE,"","","","","","","",NA,"","","","","","","",NA,"","2021-08-25: New indication and a new dosage for the treatment of <a href=""/wiki/Light-chain_(AL)_amyloidosis"" title=""Light-chain (AL) amyloidosis"">systemic AL amyloidosis</a>.","2023-06-16"
"Dexchlorpheniramine","","","",FALSE,FALSE,NA,"No changes in FDA indication section","","","","","","",NA,"","","","","","","",NA,"","","2022-09-05"
"Dexrazoxane","","","",FALSE,FALSE,NA,"No changes in FDA indication section","","","","","","",NA,"","","","","","","",NA,"","","2022-09-05"
"Diethylstilbestrol","","","",FALSE,FALSE,NA,"No changes in FDA indication section","","","","","","",NA,"","","","","","","",NA,"","","2022-09-05"
"Dinutuximab","EMA","2015-08-14","Neuroblastoma",FALSE,FALSE,FALSE,"","","","high-risk","","","",NA,"","","","","","","",NA,"","2015-08-14: Initial authorization for the treatment of high risk <a href=""/wiki/Neuroblastoma"" title=""Neuroblastoma"">neuroblastoma</a>.","2023-05-08"
"Dinutuximab","EMA","2017-03-20","NONE",FALSE,TRUE,FALSE,"No linked condition","not applicable","not applicable","not applicable","not applicable","","not applicable","FALSE","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","",NA,"","2017-03-20: Authorization withdrawn at the request of the manufacturer, for supply chain reasons","2023-05-08"
"Dinutuximab","FDA","2015-03-10","Neuroblastoma",FALSE,FALSE,TRUE,"","","","high-risk","pediatric","","Multiagent/multimodality therapy","FALSE","","at least PR","","","Sargramostim AND Aldesleukin AND Isotretinoin","","",TRUE,"COG ANBL0032","2015-03-10: Initial FDA approval in combination with <a href=""/wiki/Sargramostim_(Leukine)"" title=""Sargramostim (Leukine)"">granulocyte-macrophage colony-stimulating factor (GM-CSF)</a>, <a href=""/wiki/Aldesleukin_(Proleukin)"" title=""Aldesleukin (Proleukin)"">interleukin-2 (IL-2)</a>, and <a href=""/wiki/Isotretinoin_(Accutane)"" title=""Isotretinoin (Accutane)"">13-cis-retinoic acid (RA)</a>, for the treatment of pediatric patients with high-risk <a href=""/wiki/Neuroblastoma"" title=""Neuroblastoma"">neuroblastoma</a> who achieve at least a partial response to prior first-line multiagent, multimodality therapy. <i>(Based on COG ANBL0032)</i>","2022-09-05"
"Dinutuximab","HC","2018-11-29","NONE",FALSE,FALSE,FALSE,"No linked condition","","","","","","",NA,"","","","","","","",NA,"","2018-11-29: Initial notice of compliance","2023-07-31"
"Dinutuximab","PMDA","2021-06-23","Neuroblastoma",FALSE,FALSE,FALSE,"","","","","","","High-dose chemotherapy","FALSE","","","","","","","",NA,"","2021-06-23: Initial approval for the treatment of <a href=""/wiki/Neuroblastoma"" title=""Neuroblastoma"">neuroblastoma</a> following high-dose chemotherapy.","2023-06-16"
"Dinutuximab beta","EMA","2017-05-08","Neuroblastoma",FALSE,FALSE,FALSE,"","","","high-risk","pediatric aged 1 year and older","","chemotherapy AND auto HSCT",NA,"Induction","at least PR","","","","","",NA,"","2017-05-08: Initial authorisation as Qarziba. Qarziba is indicated for the treatment of high-risk <a href=""/wiki/Neuroblastoma"" title=""Neuroblastoma"">neuroblastoma</a> in patients aged 12 months and above, who have previously received induction chemotherapy and achieved at least a partial response, followed by myeloablative therapy and stem cell transplantation. In patients who have not achieved a complete response after first line therapy, Qarziba should be combined with interleukin 2 (IL 2).","2023-11-07"
"Dinutuximab beta","EMA","2017-05-08","Neuroblastoma",FALSE,FALSE,FALSE,"","","Relapsed or refractory","","","","other suitable measures",NA,"","stabilised","","","Interleukin-2","","",NA,"","2017-05-08: Initial authorisation as Qarziba. Qarziba is indicated for the treatment of patients with history of relapsed or refractory <a href=""/wiki/Neuroblastoma"" title=""Neuroblastoma"">neuroblastoma</a>, with or without residual disease. Prior to the treatment of relapsed neuroblastoma, any actively progressing disease should be stabilised by other suitable measures. Qarziba should be combined with interleukin 2 (IL 2).","2023-11-07"
"Diphenhydramine","","","",FALSE,FALSE,NA,"No changes in FDA indication section","","","","","","",NA,"","","","","","","",NA,"","","2022-09-05"
"Dipyridamole","","","",FALSE,FALSE,NA,"No changes in FDA indication section","","","","","","",NA,"","","","","","","",NA,"","","2022-09-05"
"Docetaxel","EMA","1995-11-27","NONE",FALSE,FALSE,FALSE,"No linked condition","","","","","","",NA,"","","","","","","",NA,"","1995-11-27: Initial marketing authorization as Taxotere","2023-05-08"
"Docetaxel","EMA","2006-04-27","Gastric cancer",FALSE,FALSE,FALSE,"","","Metastatic","","","","0",NA,"Metastatic","","","","Cisplatin AND Fluorouracil","","",NA,"","2006-04-27: Taxotere in combination with cisplatin and 5-fluorouracil is indicated for the treatment of patients with metastatic <a href=""/wiki/Gastric_cancer"" title=""Gastric cancer"">gastric adenocarcinoma</a>, including adenocarcinoma of the gastroesophageal junction, who have not received prior chemotherapy for metastatic disease.","2023-09-17"
"Docetaxel","EMA","2006-10-23","Head and neck cancer",FALSE,FALSE,FALSE,"","Induction","Inoperable locally advanced","","","","",NA,"","","","","Cisplatin AND Fluorouracil","","",NA,"","2006-10-23: Extension of indication for induction treatment in combination with cisplatin and 5-fluorouracil of patients with inoperable locally advanced <a href=""/wiki/Head_and_neck_cancer"" title=""Head and neck cancer"">squamous cell carcinoma of the head and neck</a>.","2023-09-17"
"Docetaxel","EMA","2007-11-23","Head and neck cancer",FALSE,FALSE,FALSE,"","Induction","Locally advanced","","","","",NA,"","","","","Cisplatin AND Fluorouracil","","",NA,"","2007-11-23: Taxotere in combination with cisplatin and 5-fluorouracil is indicated for the induction treatment of patients with locally advanced <a href=""/wiki/Head_and_neck_cancer"" title=""Head and neck cancer"">squamous cell carcinoma of the head and neck</a>.","2023-09-17"
"Docetaxel","EMA","2010-07-01","Breast cancer",FALSE,FALSE,FALSE,"","Adjuvant","Operable node-negative","","","eligible to receive chemotherapy according to internationally established criteria for primary therapy of early breast cancer","",NA,"","","","","Cyclophosphamide AND Doxorubicin","","",TRUE,"GEICAM 9805","2010-07-01: Taxotere in combination with doxorubicin and cyclophosphamide is indicated for the adjuvant treatment of patients with operable node-negative <a href=""/wiki/Breast_cancer"" title=""Breast cancer"">breast cancer</a>. Adjuvant treatment should be restricted to patients eligible to receive chemotherapy according to internationally established criteria for primary therapy of early breast cancer. <i>(Based on GEICAM 9805)</i>","2023-09-17"
"Docetaxel","EMA","Uncertain date","Prostate cancer",FALSE,FALSE,FALSE,"","Castrate-resistant","Metastatic","","","","",NA,"","","","","Prednisone OR Prednisolone","","",NA,"","Uncertain date: Taxotere in combination with prednisone or prednisolone is indicated for the treatment of patients with hormone refractory metastatic <a href=""/wiki/Prostate_cancer"" title=""Prostate cancer"">prostate cancer</a>.","2023-09-17"
"Docetaxel","FDA","1996-05-14","Breast cancer",TRUE,FALSE,FALSE,"","","Locally advanced","","","","Anthracycline-based regimen","FALSE","Adjuvant","relapsed during","","","","","",TRUE,"TAX 303","<b>1996-05-14: Initial accelerated approval</b> for treatment of patients with locally advanced <a href=""/wiki/Breast_cancer"" title=""Breast cancer""> breast cancer</a> who have relapsed during <a href=""/wiki/Category:Anthracyclines"" title=""Category:Anthracyclines"">anthracycline-based</a> adjuvant therapy. <i>(Based on TAX 303 and TAX 304)</i>","2023-05-08"
"Docetaxel","FDA","1996-05-14","Breast cancer",TRUE,FALSE,FALSE,"","","Metastatic","","","","Anthracycline-based regimen","FALSE","","progressed during","","","","","",TRUE,"TAX 303","<b>1996-05-14: Initial accelerated approval</b> for treatment of patients with metastatic <a href=""/wiki/Breast_cancer"" title=""Breast cancer""> breast cancer</a> who have progressed during <a href=""/wiki/Category:Anthracyclines"" title=""Category:Anthracyclines"">anthracycline-based</a> therapy. <i>(Based on TAX 303 and TAX 304)</i>","2023-05-08"
"Docetaxel","FDA","1996-05-14","Breast cancer",TRUE,FALSE,FALSE,"","","Locally advanced","","","","Anthracycline-based regimen","FALSE","Adjuvant","relapsed during","","","","","",TRUE,"TAX 304","<b>1996-05-14: Initial accelerated approval</b> for treatment of patients with locally advanced <a href=""/wiki/Breast_cancer"" title=""Breast cancer""> breast cancer</a> who have relapsed during <a href=""/wiki/Category:Anthracyclines"" title=""Category:Anthracyclines"">anthracycline-based</a> adjuvant therapy. <i>(Based on TAX 303 and TAX 304)</i>","2023-05-08"
"Docetaxel","FDA","1996-05-14","Breast cancer",TRUE,FALSE,FALSE,"","","Metastatic","","","","Anthracycline-based regimen","FALSE","","progressed during","","","","","",TRUE,"TAX 304","<b>1996-05-14: Initial accelerated approval</b> for treatment of patients with metastatic <a href=""/wiki/Breast_cancer"" title=""Breast cancer""> breast cancer</a> who have progressed during <a href=""/wiki/Category:Anthracyclines"" title=""Category:Anthracyclines"">anthracycline-based</a> therapy. <i>(Based on TAX 303 and TAX 304)</i>","2023-05-08"
"Docetaxel","FDA","1998-06-22","Breast cancer",FALSE,FALSE,FALSE,"","","Locally advanced OR Metastatic","","","","Chemotherapy","FALSE","","","","","","","",TRUE,"TAX 313","1998-06-22: Converted to regular approval and indication revised for the treatment of patients with locally advanced or metastatic <a href=""/wiki/Breast_cancer"" title=""Breast cancer""> breast cancer</a> after failure of prior chemotherapy. <i>(No longer limited to prior anthracycline-based chemotherapy exposure; based on TAX 313)</i>","2022-09-05"
"Docetaxel","FDA","1999-12-23","Non-small cell lung cancer",FALSE,FALSE,FALSE,"","","Locally advanced OR Metastatic","","","","Platinum-based regimen","FALSE","","","","","","","",TRUE,"TAX 317","1999-12-23: Label expanded to include treatment of patients with locally advanced or metastatic <a href=""/wiki/Non-small_cell_lung_cancer"" title=""Non-small cell lung cancer""> non-small cell lung cancer</a> after failure of prior <a href=""/wiki/Regimen_classes#Platinum-based_regimen"" title=""Regimen classes""> platinum-based chemotherapy</a>. <i>(New disease entity; based on TAX 317 and TAX 320)</i>","2022-09-05"
"Docetaxel","FDA","1999-12-23","Non-small cell lung cancer",FALSE,FALSE,FALSE,"","","Locally advanced OR Metastatic","","","","Platinum-based regimen","FALSE","","","","","","","",TRUE,"TAX 320","1999-12-23: Label expanded to include treatment of patients with locally advanced or metastatic <a href=""/wiki/Non-small_cell_lung_cancer"" title=""Non-small cell lung cancer""> non-small cell lung cancer</a> after failure of prior <a href=""/wiki/Regimen_classes#Platinum-based_regimen"" title=""Regimen classes""> platinum-based chemotherapy</a>. <i>(New disease entity; based on TAX 317 and TAX 320)</i>","2022-09-05"
